system_id,system_name,system_class_code,system_class,organization_code,organization,system_field_code,system_field,architecture_code,architecture,reduction_code,reduction,pf_code,pf,year
A001509,業務・システム最適化計画管理システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001509,業務・システム最適化計画管理システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2013
A001510,情報システム資産台帳システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,006,単純廃止,001,非該当,2013
A001521,ＷＢＴシステム,030,情報処理システム,K1,総務省,700,その他,040,外部サービス利用型,001,非該当,001,非該当,2013
A001532,消防大学校教務管理システム,030,情報処理システム,K3,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001532,消防大学校教務管理システム,030,情報処理システム,K3,総務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2013
A001543,総務省共通基盤支援システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001554,総務省LAN,010,府省内ＬＡＮ,K1,総務省,,,,,001,非該当,001,非該当,2013
A001565,総務省ホームページ,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,001,非該当,2013
A001565,総務省ホームページ,030,情報処理システム,K1,総務省,020,情報提供系システム,040,外部サービス利用型,001,非該当,001,非該当,2013
A001576,恩給事務総合システム,030,情報処理システム,K1,総務省,110,その他業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001587,債権管理補助システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,006,単純廃止,001,非該当,2013
A001598,労働判例検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001602,政府調達事例データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,006,単純廃止,001,非該当,2013
A001602,政府調達事例データベース,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,006,単純廃止,001,非該当,2013
A001602,政府調達事例データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,006,単純廃止,001,非該当,2013
A001602,政府調達事例データベース,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,006,単純廃止,001,非該当,2013
A001613,電子政府利用支援センター,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,005,単純縮小,002,全部移行,2013
A001613,電子政府利用支援センター,030,情報処理システム,K1,総務省,110,その他業務系システム,030,Webサーバ型,005,単純縮小,002,全部移行,2013
A001624,政府共通プラットフォーム,030,情報処理システム,K1,総務省,120,共通システム基盤,700,その他,001,非該当,001,非該当,2013
A001635,一元的な文書管理システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,030,受付記録系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2013
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,030,受付記録系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2013
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2013
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2013
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,004,吸収統合,002,全部移行,2013
A001646,電子政府の総合窓口システム,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,004,吸収統合,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,020,情報提供系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,050,計算分析系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001657,政府情報システム管理データベース,030,情報処理システム,K1,総務省,050,計算分析系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001668,共通情報検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001668,共通情報検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001668,共通情報検索システム,030,情報処理システム,K1,総務省,040,蓄積検索系システム,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,002,全部移行,2013
A001679,国家公務員ICカード身分証府省間データ交換サーバシステム,030,情報処理システム,K1,総務省,110,その他業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001679,国家公務員ICカード身分証府省間データ交換サーバシステム,030,情報処理システム,K1,総務省,110,その他業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001680,共同利用システム基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,700,その他,006,単純廃止,001,非該当,2013
A001691,政府認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,040,外部サービス利用型,001,非該当,001,非該当,2013
A001691,政府認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,030,Webサーバ型,001,非該当,001,非該当,2013
A001691,政府認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A001705,オンライン研修システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
A001705,オンライン研修システム,030,情報処理システム,K1,総務省,010,内部管理業務系システム,030,Webサーバ型,001,非該当,002,全部移行,2013
A001716,研修LANシステム,030,情報処理システム,K1,総務省,700,その他,020,クライアントサーバ型（Ｗｅｂサーバ型を除く。）,001,非該当,001,非該当,2013
A001716,研修LANシステム,030,情報処理システム,K1,総務省,700,その他,030,Webサーバ型,001,非該当,001,非該当,2013
A001727,政府共通ネットワーク,020,通信ネットワークシステム,K1,総務省,120,共通システム基盤,700,その他,001,非該当,001,非該当,2013
A001738,職員等利用者共通認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,030,Webサーバ型,006,単純廃止,001,非該当,2013
A001738,職員等利用者共通認証基盤,030,情報処理システム,K1,総務省,120,共通システム基盤,050,共通システム基盤利用型,006,単純廃止,001,非該当,2013
A001749,電子掲示板システム,030,情報処理システム,K1,総務省,020,情報提供系システム,050,共通システム基盤利用型,001,非該当,002,全部移行,2013
